Absolute Path,Relative Path,Class Label,File name
C:/Users/student/PycharmProjects/dataset/dataset_random_name/04056.jpg,dataset/dataset_random_name/04056.jpg,brown_bears,04056.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/03149.jpg,dataset/dataset_random_name/03149.jpg,brown_bears,03149.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/05623.jpg,dataset/dataset_random_name/05623.jpg,brown_bears,05623.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/00437.jpg,dataset/dataset_random_name/00437.jpg,brown_bears,00437.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/01158.jpg,dataset/dataset_random_name/01158.jpg,brown_bears,01158.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08002.jpg,dataset/dataset_random_name/08002.jpg,brown_bears,08002.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08232.jpg,dataset/dataset_random_name/08232.jpg,brown_bears,08232.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/07979.jpg,dataset/dataset_random_name/07979.jpg,brown_bears,07979.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/03749.jpg,dataset/dataset_random_name/03749.jpg,brown_bears,03749.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/00157.jpg,dataset/dataset_random_name/00157.jpg,brown_bears,00157.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/07848.jpg,dataset/dataset_random_name/07848.jpg,brown_bears,07848.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/02806.jpg,dataset/dataset_random_name/02806.jpg,brown_bears,02806.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08595.jpg,dataset/dataset_random_name/08595.jpg,brown_bears,08595.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/09513.jpg,dataset/dataset_random_name/09513.jpg,brown_bears,09513.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/09861.jpg,dataset/dataset_random_name/09861.jpg,brown_bears,09861.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/05764.jpg,dataset/dataset_random_name/05764.jpg,brown_bears,05764.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/04128.jpg,dataset/dataset_random_name/04128.jpg,brown_bears,04128.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/01939.jpg,dataset/dataset_random_name/01939.jpg,brown_bears,01939.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/07165.jpg,dataset/dataset_random_name/07165.jpg,brown_bears,07165.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/02640.jpg,dataset/dataset_random_name/02640.jpg,brown_bears,02640.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/03412.jpg,dataset/dataset_random_name/03412.jpg,brown_bears,03412.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08924.jpg,dataset/dataset_random_name/08924.jpg,brown_bears,08924.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08152.jpg,dataset/dataset_random_name/08152.jpg,brown_bears,08152.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08989.jpg,dataset/dataset_random_name/08989.jpg,brown_bears,08989.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/02230.jpg,dataset/dataset_random_name/02230.jpg,brown_bears,02230.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/07096.jpg,dataset/dataset_random_name/07096.jpg,brown_bears,07096.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/04091.jpg,dataset/dataset_random_name/04091.jpg,brown_bears,04091.jpg
C:/Users/student/PycharmProjects/dataset/dataset_random_name/08463.jpg,dataset/dataset_random_name/08463.jpg,brown_bears,08463.jpg
