Absolute Path,Relative Path,Class Label,File name
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05087.jpg,dataset/dataset_random_name/05087.jpg,brown_bears,05087.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05135.jpg,dataset/dataset_random_name/05135.jpg,brown_bears,05135.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\04055.jpg,dataset/dataset_random_name/04055.jpg,brown_bears,04055.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\02341.jpg,dataset/dataset_random_name/02341.jpg,brown_bears,02341.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\01340.jpg,dataset/dataset_random_name/01340.jpg,brown_bears,01340.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07972.jpg,dataset/dataset_random_name/07972.jpg,brown_bears,07972.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\01647.jpg,dataset/dataset_random_name/01647.jpg,brown_bears,01647.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\04790.jpg,dataset/dataset_random_name/04790.jpg,brown_bears,04790.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\03440.jpg,dataset/dataset_random_name/03440.jpg,brown_bears,03440.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\04059.jpg,dataset/dataset_random_name/04059.jpg,brown_bears,04059.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07379.jpg,dataset/dataset_random_name/07379.jpg,brown_bears,07379.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\09853.jpg,dataset/dataset_random_name/09853.jpg,brown_bears,09853.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\03677.jpg,dataset/dataset_random_name/03677.jpg,brown_bears,03677.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00798.jpg,dataset/dataset_random_name/00798.jpg,brown_bears,00798.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06037.jpg,dataset/dataset_random_name/06037.jpg,brown_bears,06037.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\08752.jpg,dataset/dataset_random_name/08752.jpg,brown_bears,08752.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00115.jpg,dataset/dataset_random_name/00115.jpg,brown_bears,00115.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\08233.jpg,dataset/dataset_random_name/08233.jpg,brown_bears,08233.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00276.jpg,dataset/dataset_random_name/00276.jpg,brown_bears,00276.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07864.jpg,dataset/dataset_random_name/07864.jpg,brown_bears,07864.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\08378.jpg,dataset/dataset_random_name/08378.jpg,brown_bears,08378.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05387.jpg,dataset/dataset_random_name/05387.jpg,brown_bears,05387.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\02711.jpg,dataset/dataset_random_name/02711.jpg,brown_bears,02711.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05715.jpg,dataset/dataset_random_name/05715.jpg,brown_bears,05715.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\02506.jpg,dataset/dataset_random_name/02506.jpg,brown_bears,02506.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\08203.jpg,dataset/dataset_random_name/08203.jpg,brown_bears,08203.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07581.jpg,dataset/dataset_random_name/07581.jpg,brown_bears,07581.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05657.jpg,dataset/dataset_random_name/05657.jpg,brown_bears,05657.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06501.jpg,dataset/dataset_random_name/06501.jpg,brown_bears,06501.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06977.jpg,dataset/dataset_random_name/06977.jpg,brown_bears,06977.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\04991.jpg,dataset/dataset_random_name/04991.jpg,brown_bears,04991.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00377.jpg,dataset/dataset_random_name/00377.jpg,brown_bears,00377.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\03169.jpg,dataset/dataset_random_name/03169.jpg,brown_bears,03169.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00063.jpg,dataset/dataset_random_name/00063.jpg,brown_bears,00063.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00306.jpg,dataset/dataset_random_name/00306.jpg,brown_bears,00306.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\02605.jpg,dataset/dataset_random_name/02605.jpg,brown_bears,02605.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05306.jpg,dataset/dataset_random_name/05306.jpg,brown_bears,05306.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05633.jpg,dataset/dataset_random_name/05633.jpg,brown_bears,05633.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06037.jpg,dataset/dataset_random_name/06037.jpg,brown_bears,06037.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\09473.jpg,dataset/dataset_random_name/09473.jpg,brown_bears,09473.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07921.jpg,dataset/dataset_random_name/07921.jpg,brown_bears,07921.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06339.jpg,dataset/dataset_random_name/06339.jpg,brown_bears,06339.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\01008.jpg,dataset/dataset_random_name/01008.jpg,brown_bears,01008.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07804.jpg,dataset/dataset_random_name/07804.jpg,brown_bears,07804.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\06064.jpg,dataset/dataset_random_name/06064.jpg,brown_bears,06064.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\01523.jpg,dataset/dataset_random_name/01523.jpg,brown_bears,01523.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\05103.jpg,dataset/dataset_random_name/05103.jpg,brown_bears,05103.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\01660.jpg,dataset/dataset_random_name/01660.jpg,brown_bears,01660.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\03118.jpg,dataset/dataset_random_name/03118.jpg,brown_bears,03118.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\02911.jpg,dataset/dataset_random_name/02911.jpg,brown_bears,02911.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\09947.jpg,dataset/dataset_random_name/09947.jpg,brown_bears,09947.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\07431.jpg,dataset/dataset_random_name/07431.jpg,brown_bears,07431.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\00542.jpg,dataset/dataset_random_name/00542.jpg,brown_bears,00542.jpg
C:\Users\zamot\OneDrive\Рабочий стол\машушик\github\Application-programming-laba-1-2\dataset\dataset_random_name\09654.jpg,dataset/dataset_random_name/09654.jpg,brown_bears,09654.jpg
