Absolute Path,Relative Path,Class Label
C:/Users/student/PycharmProjects/dataset/brown_bears/0000.jpg,dataset/brown_bears/0000.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0001.jpg,dataset/brown_bears/0001.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0002.jpg,dataset/brown_bears/0002.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0003.jpg,dataset/brown_bears/0003.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0004.jpg,dataset/brown_bears/0004.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0005.jpg,dataset/brown_bears/0005.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0006.jpg,dataset/brown_bears/0006.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0007.jpg,dataset/brown_bears/0007.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0008.jpg,dataset/brown_bears/0008.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0009.jpg,dataset/brown_bears/0009.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0010.jpg,dataset/brown_bears/0010.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0011.jpg,dataset/brown_bears/0011.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0012.jpg,dataset/brown_bears/0012.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0013.jpg,dataset/brown_bears/0013.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0014.jpg,dataset/brown_bears/0014.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0015.jpg,dataset/brown_bears/0015.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0016.jpg,dataset/brown_bears/0016.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0017.jpg,dataset/brown_bears/0017.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0018.jpg,dataset/brown_bears/0018.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0019.jpg,dataset/brown_bears/0019.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0020.jpg,dataset/brown_bears/0020.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0021.jpg,dataset/brown_bears/0021.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0022.jpg,dataset/brown_bears/0022.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0023.jpg,dataset/brown_bears/0023.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0024.jpg,dataset/brown_bears/0024.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0025.jpg,dataset/brown_bears/0025.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0026.jpg,dataset/brown_bears/0026.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0027.jpg,dataset/brown_bears/0027.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0028.jpg,dataset/brown_bears/0028.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0029.jpg,dataset/brown_bears/0029.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0030.jpg,dataset/brown_bears/0030.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0031.jpg,dataset/brown_bears/0031.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0032.jpg,dataset/brown_bears/0032.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0033.jpg,dataset/brown_bears/0033.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0034.jpg,dataset/brown_bears/0034.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0035.jpg,dataset/brown_bears/0035.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0036.jpg,dataset/brown_bears/0036.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0037.jpg,dataset/brown_bears/0037.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0038.jpg,dataset/brown_bears/0038.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0039.jpg,dataset/brown_bears/0039.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0040.jpg,dataset/brown_bears/0040.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0041.jpg,dataset/brown_bears/0041.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0042.jpg,dataset/brown_bears/0042.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0043.jpg,dataset/brown_bears/0043.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0044.jpg,dataset/brown_bears/0044.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0045.jpg,dataset/brown_bears/0045.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0046.jpg,dataset/brown_bears/0046.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0047.jpg,dataset/brown_bears/0047.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0048.jpg,dataset/brown_bears/0048.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0049.jpg,dataset/brown_bears/0049.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0050.jpg,dataset/brown_bears/0050.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0051.jpg,dataset/brown_bears/0051.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0052.jpg,dataset/brown_bears/0052.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0053.jpg,dataset/brown_bears/0053.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0054.jpg,dataset/brown_bears/0054.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0055.jpg,dataset/brown_bears/0055.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0056.jpg,dataset/brown_bears/0056.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0057.jpg,dataset/brown_bears/0057.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0058.jpg,dataset/brown_bears/0058.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0059.jpg,dataset/brown_bears/0059.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0060.jpg,dataset/brown_bears/0060.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0061.jpg,dataset/brown_bears/0061.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0062.jpg,dataset/brown_bears/0062.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0063.jpg,dataset/brown_bears/0063.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0064.jpg,dataset/brown_bears/0064.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0065.jpg,dataset/brown_bears/0065.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0066.jpg,dataset/brown_bears/0066.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0067.jpg,dataset/brown_bears/0067.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0068.jpg,dataset/brown_bears/0068.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0069.jpg,dataset/brown_bears/0069.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0070.jpg,dataset/brown_bears/0070.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0071.jpg,dataset/brown_bears/0071.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0072.jpg,dataset/brown_bears/0072.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0073.jpg,dataset/brown_bears/0073.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0074.jpg,dataset/brown_bears/0074.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0075.jpg,dataset/brown_bears/0075.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0076.jpg,dataset/brown_bears/0076.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0077.jpg,dataset/brown_bears/0077.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0078.jpg,dataset/brown_bears/0078.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0079.jpg,dataset/brown_bears/0079.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0080.jpg,dataset/brown_bears/0080.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0081.jpg,dataset/brown_bears/0081.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0082.jpg,dataset/brown_bears/0082.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0083.jpg,dataset/brown_bears/0083.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0084.jpg,dataset/brown_bears/0084.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0085.jpg,dataset/brown_bears/0085.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0086.jpg,dataset/brown_bears/0086.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0087.jpg,dataset/brown_bears/0087.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0088.jpg,dataset/brown_bears/0088.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0089.jpg,dataset/brown_bears/0089.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0090.jpg,dataset/brown_bears/0090.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0091.jpg,dataset/brown_bears/0091.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0092.jpg,dataset/brown_bears/0092.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0093.jpg,dataset/brown_bears/0093.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0094.jpg,dataset/brown_bears/0094.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0095.jpg,dataset/brown_bears/0095.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0096.jpg,dataset/brown_bears/0096.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0097.jpg,dataset/brown_bears/0097.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0098.jpg,dataset/brown_bears/0098.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0099.jpg,dataset/brown_bears/0099.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0100.jpg,dataset/brown_bears/0100.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0101.jpg,dataset/brown_bears/0101.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0102.jpg,dataset/brown_bears/0102.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0103.jpg,dataset/brown_bears/0103.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0104.jpg,dataset/brown_bears/0104.jpg,brown_bears
C:/Users/student/PycharmProjects/dataset/brown_bears/0105.jpg,dataset/brown_bears/0105.jpg,brown_bears
